"V1","V2"
0.475333147940168,0.610448414631979
0.541307957088431,0.480894295639403
0.405320600928929,-1.12348664976668
-0.150661279302194,-0.426147334133746
0.16473228773162,-0.506581297994705
1.32125373594769,-0.125204461924998
0.994985014313946,-0.771322675253205
0.340286221704772,-0.00221317310616115
-0.324287586893846,-0.0359625008574042
0.323205540512017,0.0361880234557082
0.342765791463168,0.0666544707017672
0.353838066509456,0.101359947430371
-0.0796493480817568,0.830383505972177
0.344337195944052,0.13715405560455
0.0765656607188786,0.815625237931102
0.649252900679725,0.235765821147209
-1.00019701531905,-0.0317111198030802
0.343466951309974,0.17442017850868
-0.293923348557239,-0.278886427724598
0.330337873676559,0.210208856239445
0.317906009046508,0.246869576520636
-0.402426541410303,0.790875354913546
0.299614585586725,0.282015593067942
-0.86394654970109,-0.589257013919097
0.282753762634455,0.319472423873567
0.250437190463647,0.346960492783084
-0.921417103778268,0.333678471741843
0.623043382783611,0.368386670705514
0.217737630971259,0.373393271959608
0.073967502933989,-1.16029770338863
0.47035599700923,-0.393773247264291
0.205176236779679,0.425540524254923
0.153279688547023,0.430226187028986
0.118435045077816,0.459877254339907
1.06980735441093,-0.678265867780146
-0.228943920497392,-0.384973645830496
-0.1602558320023,0.84372249389136
0.0693317673709907,0.461347241566492
0.0314428485017179,0.494014177659898
-0.0128747998276552,0.519557319230187
-0.063458117079145,0.520516474902387
-0.446065254405044,-1.03082754611625
-0.283571458513363,-0.320035028107431
-0.615192604658325,-0.906554409530809
-0.113877519064915,0.496438764388836
-0.166944592230571,0.525277788828247
-0.212546516858276,0.483861946461431
-0.266892196430471,0.485883424734092
0.664692833852557,0.106865827055866
-0.243191499937353,0.84344466125367
-0.309876574240128,0.450391278915579
-0.365733446896348,0.442258332096906
-0.0295138494165064,-0.487168950847723
0.65949089008668,-0.0201596760718533
0.526260866681234,-0.28652425857682
0.67262453669531,0.172532129653605
0.294425970950752,-1.14155855833723
-0.412722588427546,0.412830922916309
-0.458393233989347,0.379647864018634
0.635802304470642,0.300822844235236
-0.00123114006515175,0.82366398187278
-0.488871567149638,0.32927792487133
-0.989587668809958,0.0620668044429649
0.493351554133915,-0.333630590868949
-0.535989404245241,0.294294539858781
-0.333590917335293,8.19915343463907e-05
-0.565677311145682,0.243396414009633
-0.602546466422659,0.195820481614528
-0.626073221046954,0.139626324006384
-0.329037394008105,-0.171477008088507
-0.372804240093546,-0.0635425573543776
-0.546147214851932,-0.990010263467237
-0.672380418967506,0.0890177098306734
-0.653484206350428,0.0190043032310401
0.561528569185632,-0.240695982636027
-0.662159622957471,-0.0432017765902433
-0.342084509371616,-0.136927834722632
-0.670814866273223,-0.106884417497228
-0.699760625595803,-0.17524034748109
0.311392504877725,-0.453872137391433
-0.653099307170781,-0.236528907549786
-0.639139411515876,-0.301826544408635
-0.8697319485979,0.4102876451534
-0.621634916639721,-0.367810308753357
0.910081617186104,-0.854007559641124
-0.576573116616503,-0.422246649484354
-0.567495970448164,-0.498081222559267
-0.517338279855021,-0.550479077463593
-0.921754336248666,-0.506898909590328
-0.987779840720122,-0.320397491545058
0.270882053996911,-0.498203077306987
-0.325940726665097,-0.101398535251908
-0.46290075245367,-0.598321825629315
-0.413719437051215,-0.652174209238345
-0.357414579981582,-0.700536973594816
-0.292379730805387,-0.738220318343649
-0.228107233871524,-0.780502271949119
-0.152532652067744,-0.799319125093847
-0.0744865611778973,-0.806431914061402
0.00121593980790175,-0.823783364414053
0.0795478766584932,-0.833665391103989
0.63943794992829,-0.145016621647026
-0.999499754428022,-0.126879651239836
0.160400731055748,-0.845955782457996
1.24948142586109,-0.362817909435381
-0.625585078956173,0.666283817406827
0.24388077229618,-0.847703414547599
-0.323723920280262,0.820515616160297
0.321058092753934,-0.810334506794785
0.402142633896787,-0.790101659955084
-0.115710117112785,-0.454537272444025
0.216870247122346,-0.503609192363712
-0.25081611347905,-1.1201497061834
0.477735059520239,-0.752313191779723
0.556243073088831,-0.718056263902528
0.629785557247348,-0.671945220936804
-0.197010829313311,-0.415228377278192
1.29813094988948,-0.248317173725638
0.701525508941267,-0.620505697754059
0.757858994790284,-0.551142453804697
0.813126448363709,-0.481070264734102
0.354980611152569,0.697023687771702
-0.148457523376165,-1.16192405888229
0.864755833695989,-0.407232215345554
0.901969290452224,-0.324157261070104
-0.0682426793053654,-0.458565559358644
0.633027691025291,-0.0774173059460334
0.943740328859312,-0.242429207085096
0.952964898605367,-0.148879763522747
0.985529549508304,-0.0613733594616327
0.226575719826776,0.77701735373232
-0.55407143581746,0.714456423927627
1.01177480243952,0.0308534565722992
1.01659894845238,0.127244546389126
0.99561866330671,0.222873727442937
-0.828610557976377,-0.685241072322829
0.976070774835492,0.317879293930434
-1.01030023889949,-0.224593349712647
0.959653087047784,0.415032742370924
0.917126324501962,0.504929863260014
0.887232322022598,0.601901040569493
0.826708751115672,0.68396048723019
0.0166635563363575,-0.498295402971196
1.1500834442322,-0.586717078278064
0.773578136004075,0.772231896723787
0.365274712968652,-0.441434665620239
0.675419933571829,0.821037852145493
0.418979215420777,-0.421869641099374
-0.260133218019358,-0.355166347245539
0.818284364916075,-0.927308753141878
0.516481458615151,-1.09750150418342
0.627241960071644,0.921071525431002
0.518882828989665,0.551720168342742
0.537890393136006,0.977880757726785
-0.336281063268434,-0.212060358225285
0.452553255433124,1.04263122291055
-0.83238101242004,0.4955888340793
1.19810612232388,-0.473931727223764
0.354609493808739,1.08803436703733
-0.755145954826715,0.548657659513452
0.408897790134022,0.646471054340088
0.682485255175584,0.0412965495942206
0.719816280108983,-0.989296281896767
0.247464896392637,1.10977535242014
0.622173336990506,-1.05182035850724
0.145394088594526,1.14805569033786
0.596995498048088,0.432999220629909
-0.310429310118227,-0.243686452018956
0.152449988457423,0.799068182707893
-0.77218836719962,-0.771090075639165
0.03824622738993,1.17662313312281
-0.684099738313103,-0.829674452834476
-0.0361771874418541,-1.15979962474951
-0.0734562060797156,1.17898639240035
-0.185150088387881,1.1692954216999
-0.295201324624438,1.14628353557615
-0.408445536494905,1.1353467327541
-0.515610750545932,1.09513528527718
-0.617237935450011,1.04153917714672
-0.69759534170419,0.616147647902349
-0.719853047275909,0.98935727251053
-0.470670255547491,0.73758534446855
-0.350983730051176,-1.07963500508031
-0.939044198643378,0.240662058682202
-0.811066122107221,0.917561802394769
-0.916376407328158,0.861008195675275
-0.983534194604334,0.157161476030306
0.187135568370909,-1.19859818729097
-1.00938391236684,0.784563521562348
0.290643466995933,0.735115897606447
-1.07189065953396,0.679845079768916
-1.15200988698994,0.587908097580535
-1.19328244829479,0.471548770198905
0.60318708292984,-0.196154115093665
-1.25591575785618,0.365269042465943
-1.28085947299683,0.243553700863316
0.114274642149665,-0.516414397376413
-1.31219229914852,0.123609278613104
0.064569933929545,-0.506320703394511
-0.96369665535444,-0.416314908543068
